Date,High,Low,Open,Close,Volume,Adj Close
2012-05-31,20.76785659790039,20.409286499023438,20.740713119506836,20.633214950561523,491674400.0,17.772695541381836
2012-06-01,20.451786041259766,20.018571853637695,20.3271427154541,20.035356521606445,520987600.0,17.257726669311523
2012-06-04,20.26785659790039,19.58928680419922,20.053571701049805,20.153213500976562,556995600.0,17.35924530029297
2012-06-05,20.23107147216797,19.940357208251953,20.04535675048828,20.101070404052734,388214400.0,17.314327239990234
2012-06-06,20.49464225769043,20.196428298950195,20.27750015258789,20.409286499023438,401455600.0,17.579816818237305
2012-06-07,20.61857032775879,20.375,20.61750030517578,20.41857147216797,379766800.0,17.58780860900879
2012-06-08,20.735000610351562,20.321428298950195,20.41428565979004,20.7257137298584,347516400.0,17.852373123168945
2012-06-11,21.01785659790039,20.379642486572266,20.989999771118164,20.398929595947266,591264800.0,17.570892333984375
2012-06-12,20.593570709228516,20.239286422729492,20.516429901123047,20.5771427154541,435380400.0,17.724401473999023
2012-06-13,20.65999984741211,20.37071418762207,20.518571853637695,20.43428611755371,293580000.0,17.601346969604492
2012-06-14,20.48214340209961,20.259286880493164,20.40142822265625,20.411785125732422,345573200.0,17.581966400146484
2012-06-15,20.52214241027832,20.3410701751709,20.39285659790039,20.504642486572266,335255200.0,17.661945343017578
2012-06-18,20.996070861816406,20.370357513427734,20.391429901123047,20.920713424682617,440412000.0,18.020341873168945
2012-06-19,21.071428298950195,20.825000762939453,20.83571434020996,20.97892951965332,361404400.0,18.070486068725586
2012-06-20,21.04464340209961,20.742856979370117,21.00749969482422,20.919286727905273,358943200.0,18.01910972595215
2012-06-21,21.007856369018555,20.62285614013672,20.908571243286133,20.631071090698242,326351200.0,17.77085304260254
2012-06-22,20.792499542236328,20.55071449279785,20.68000030517578,20.78928565979004,284471600.0,17.907129287719727
2012-06-25,20.707143783569336,20.370357513427734,20.617856979370117,20.3846435546875,304382400.0,17.558589935302734
2012-06-26,20.517499923706055,20.26178550720215,20.40464210510254,20.429643630981445,276536400.0,17.59734535217285
2012-06-27,20.597856521606445,20.42571449279785,20.53571319580078,20.51785659790039,202997200.0,17.67333221435547
2012-06-28,20.5,20.20035743713379,20.416786193847656,20.323213577270508,282836400.0,17.50567626953125
2012-06-29,20.85714340209961,20.508928298950195,20.64285659790039,20.85714340209961,421500800.0,17.965579986572266
2012-07-02,21.195356369018555,20.842857360839844,20.883214950561523,21.161428451538086,400092000.0,18.227684020996094
2012-07-03,21.428571701049805,21.21428680419922,21.24571418762207,21.407499313354492,241712800.0,18.43963623046875
2012-07-05,21.94071388244629,21.41607093811035,21.448570251464844,21.783571243286133,484383200.0,18.763574600219727
2012-07-06,21.729999542236328,21.485000610351562,21.681785583496094,21.63857078552246,418930400.0,18.638669967651367
2012-07-09,21.924999237060547,21.57535743713379,21.617856979370117,21.92464256286621,379405600.0,18.885087966918945
2012-07-10,22.138214111328125,21.618213653564453,22.070356369018555,21.721786499023438,511957600.0,18.71035385131836
2012-07-11,21.7021427154541,21.329286575317383,21.64714241027832,21.5867862701416,469322000.0,18.59406852722168
2012-07-12,21.552499771118164,21.167142868041992,21.437143325805664,21.389286041259766,428041600.0,18.423948287963867
2012-07-13,21.68535614013672,21.428571701049805,21.5339298248291,21.60607147216797,311427200.0,18.610685348510742
2012-07-16,21.843570709228516,21.60785675048828,21.61142921447754,21.675357818603516,301260400.0,18.67036247253418
2012-07-17,21.83928680419922,21.54107093811035,21.813928604125977,21.676429748535156,293624800.0,18.671293258666992
2012-07-18,21.726428985595703,21.555713653564453,21.663928985595703,21.652143478393555,252700000.0,18.65036392211914
2012-07-19,21.97678565979004,21.64285659790039,21.83142852783203,21.940000534057617,436861600.0,18.8983154296875
2012-07-20,21.944286346435547,21.560714721679688,21.89392852783203,21.582143783569336,397471200.0,18.590065002441406
2012-07-23,21.639286041259766,20.989643096923828,21.22857093811035,21.565357208251953,487975600.0,18.575605392456055
2012-07-24,21.7742862701416,21.375356674194336,21.692142486572266,21.461429595947266,565132400.0,18.486087799072266
2012-07-25,20.742856979370117,20.35714340209961,20.516429901123047,20.534643173217773,877312800.0,17.68779182434082
2012-07-26,20.72857093811035,20.3700008392334,20.705713272094727,20.531429290771484,406632800.0,17.685022354125977
2012-07-27,20.922500610351562,20.413928985595703,20.53607177734375,20.898571014404297,403936400.0,18.00126838684082
2012-07-30,21.408571243286133,20.99357032775879,21.104286193847656,21.25107192993164,379142400.0,18.30489730834961
2012-07-31,21.8464298248291,21.525714874267578,21.543928146362305,21.812856674194336,462327600.0,18.788801193237305
2012-08-01,22.014286041259766,21.53571319580078,21.99678611755371,21.671785354614258,384501600.0,18.667282104492188
2012-08-02,21.81035614013672,21.4375,21.530000686645508,21.706785202026367,332158400.0,18.697439193725586
2012-08-03,22.070714950561523,21.841428756713867,21.91535758972168,21.989286422729492,344920800.0,18.940767288208008
2012-08-06,22.31678581237793,21.97357177734375,22.046070098876953,22.233928680419922,302103200.0,19.151493072509766
2012-08-07,22.321428298950195,22.072856903076172,22.241785049438477,22.175357818603516,290446800.0,19.101043701171875
2012-08-08,22.281429290771484,22.03928565979004,22.121070861816406,22.13785743713379,244706000.0,19.06874656677246
2012-08-09,22.20464324951172,22.064285278320312,22.066070556640625,22.168928146362305,221642400.0,19.177488327026367
2012-08-10,22.205713272094727,22.0964298248291,22.096786499023438,22.203571319580078,194938800.0,19.207454681396484
2012-08-13,22.5,22.258928298950195,22.26392936706543,22.5,278832400.0,19.463890075683594
2012-08-14,22.8075008392334,22.50749969482422,22.56678581237793,22.56035614013672,340169200.0,19.516101837158203
2012-08-15,22.64285659790039,22.41964340209961,22.546428680419922,22.52964210510254,257342400.0,19.48952865600586
2012-08-16,22.74142837524414,22.51785659790039,22.543214797973633,22.726428985595703,254534000.0,19.65976333618164
2012-08-17,23.149642944335938,22.81464385986328,22.85714340209961,23.146785736083984,442761200.0,20.02338981628418
2012-08-20,23.75535774230957,23.21071434020996,23.214643478393555,23.75535774230957,613384800.0,20.54984474182129
2012-08-21,24.10285758972168,23.226070404052734,23.957857131958008,23.430713653564453,812719600.0,20.269014358520508
2012-08-22,23.89285659790039,23.146785736083984,23.372142791748047,23.888214111328125,565322800.0,20.664779663085938
2012-08-23,23.924999237060547,23.612499237060547,23.789642333984375,23.66535758972168,420128800.0,20.47199249267578
2012-08-24,23.90999984741211,23.412500381469727,23.55392837524414,23.68642807006836,437340400.0,20.490219116210938
2012-08-27,24.31678581237793,24.05500030517578,24.285356521606445,24.13142967224121,427008400.0,20.87517547607422
2012-08-28,24.14642906188965,23.952499389648438,24.106428146362305,24.100000381469727,267416800.0,20.84798812866211
2012-08-29,24.202499389648438,24.02142906188965,24.116071701049805,24.052499771118164,202806800.0,20.806900024414062
2012-08-30,23.983928680419922,23.673213958740234,23.95142936706543,23.70964241027832,302699600.0,20.51030731201172
2012-08-31,23.878570556640625,23.47321319580078,23.83035659790039,23.75857162475586,338321200.0,20.552627563476562
2012-09-04,24.11214256286621,23.73214340209961,23.777143478393555,24.10607147216797,367892000.0,20.853240966796875
2012-09-05,24.155357360839844,23.91428565979004,24.127500534057617,23.936786651611328,336375200.0,20.70679473876953
2012-09-06,24.22464370727539,23.957143783569336,24.041786193847656,24.15250015258789,391196400.0,20.893404006958008
2012-09-07,24.374286651611328,24.1346435546875,24.2160701751709,24.301429748535156,329666400.0,21.022239685058594
2012-09-10,24.403213500976562,23.64642906188965,24.301786422729492,23.669286727905273,487998000.0,20.475393295288086
2012-09-11,23.93214225769043,23.446428298950195,23.753929138183594,23.592500686645508,503983200.0,20.408967971801758
2012-09-12,23.924999237060547,23.428571701049805,23.816070556640625,23.921070098876953,712233200.0,20.69320297241211
2012-09-13,24.48214340209961,24.098928451538086,24.19178581237793,24.39214324951172,598360000.0,21.1007080078125
2012-09-14,24.89214324951172,24.5674991607666,24.641429901123047,24.68857192993164,600474000.0,21.357133865356445
